"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045859","GO:0045859","regulation of protein kinase activity","50/2016","234/18860",0.213675213675214,1.99896554063221,5.31962005494,1.26495980048318e-06,3.28001857037567e-05,2.30624480706743e-05,"FIRRM/TENM1/CD4/LTF/IGF1/LCP2/PTPRC/TPX2/CLSPN/CDC6/CDKN3/PTK6/PYCARD/CEMIP/PIK3CG/EZH2/CALCA/SASH1/CCNG1/KIF14/RAP2C/PKMYT1/CDKN1C/CEP85/PTPN22/FGF2/CENPE/WARS1/PIK3R5/ERBB2/CDKN2A/PTPRJ/THY1/DEPTOR/FGF18/CDC25C/ADAR/NEK10/CDC25A/STOX1/CD300A/RASGRP1/LEP/CCNE2/CDK5R1/TNFSF15/BLM/LAT/TNF/PIK3R6",50
"GO:0015850","GO:0015850","organic hydroxy compound transport","59/2016","294/18860",0.200680272108844,1.87739579958968,5.24556195555106,1.32398420354859e-06,3.41807624951061e-05,2.40331584454764e-05,"CFTR/ABCB4/MSR1/SYT1/OSBPL3/ACTB/ACACB/APOB/NOS1/TREM2/SLC16A8/SLC5A1/CHGA/SLC6A2/LILRB1/STX1A/CXCL12/TMEM97/SPP1/ECRG4/FLVCR2/CRHR1/ADORA2A/APOE/APOC1/STARD3/PPARG/SLC19A3/RBP4/EGF/ABCA8/OSBPL1A/SLC16A3/SLC22A3/CHRNA6/DRD2/ADRA2A/ABCA5/FCER1G/ABCG1/FLVCR1/AQP7/AQP3/SLC18A2/SNCG/GRAMD1C/NPY2R/PRKN/AKR1C1/NMB/CES1/TGM2/ASIC3/APOC2/AQP1/YJEFN3/SLC5A8/AQP7B/ADRA2B",59
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","18/2016","49/18860",0.36734693877551,3.4365889212828,5.90821568543099,1.36638825086075e-06,3.51221188656034e-05,2.46950444057168e-05,"FOXP3/IL12RB1/SHB/CD83/IL12B/CD86/TNFSF4/CD80/SASH3/NCKAP1L/GPR65/IL2RG/IL18/LGALS9/HLA-DRB1/CARD11/CD3E/HLA-DRA",18
"GO:0007051","GO:0007051","spindle organization","46/2016","209/18860",0.220095693779904,2.05903015113541,5.32613763027278,1.40769234651523e-06,3.59457442984887e-05,2.5274151455511e-05,"TACC3/ASPM/WDR62/SPAG5/NDC80/AURKA/TPX2/BIRC5/KIF4A/MYBL2/CEP126/TTK/CDC20/STMN1/NEK2/NEK6/STIL/DLGAP5/AUNIP/TUBG1/CCNB1/CDCA8/ESPL1/KIF23/KIF11/CENPE/CLTC/NUF2/SPC25/SKA1/CCNB2/STARD9/RACGAP1/KIF15/POC1A/WASHC5/SKA3/PLK1/AURKB/SEPTIN1/RCC1/PLK5/PRC1/NUP62/KIFC1/UHRF1",46
"GO:0051302","GO:0051302","regulation of cell division","43/2016","190/18860",0.226315789473684,2.1172201336675,5.35457952366299,1.41106352000192e-06,3.59457442984887e-05,2.5274151455511e-05,"KLHL13/ASPM/CDC14A/AURKA/BIRC5/CDC6/OSM/TGFB1/PTN/KIF20A/KIF14/TGFB3/CAT/CIT/IL1B/E2F8/CDCA8/KIF23/FGF2/BRCA2/FGF7/GAREM1/SFRP2/DRD2/CXCR5/RACGAP1/TAL1/INTU/SOX17/VEGFD/E2F7/CENPV/PLK1/IGF2/PDGFD/AURKB/MRGPRX2/EVI2B/KIF18B/BLM/PRC1/NUP62/TXNIP",43
"GO:0072678","GO:0072678","T cell migration","24/2016","79/18860",0.30379746835443,2.84207353827607,5.67600972584634,1.41667091027535e-06,3.59457442984887e-05,2.5274151455511e-05,"ITGAL/ICAM1/CORO1A/PYCARD/PIK3CG/CXCL12/CD69/ZAP70/ITGA4/MYO1G/CCL21/ITGB7/ADAM8/LGALS9/CXCL10/CXCL11/GPR183/FUT7/P4HB/CXCR3/APOD/SPN/CCL5/CCL3",24
"GO:0019730","GO:0019730","antimicrobial humoral response","42/2016","184/18860",0.228260869565217,2.13541666666667,5.35431874720561,1.46939667664267e-06,3.71242442406473e-05,2.61027776700941e-05,"LTF/SLC11A1/BCL3/CXCL2/LYZ/TF/CCL22/CXCL12/CALCA/GAPDH/GNLY/H2BC11/CXCL6/JCHAIN/NTS/CCL21/CXCL9/TSLP/CCL28/KLK5/EVPL/CXCL10/CXCL11/CXCL8/MUC7/CCL11/HLA-A/IGHA2/IGHA1/IGHG1/IGHG3/RNASE4/CCL5/H2BC6/CCL4/CCL4L1/CCL3L1/CCL3L3/CCL14/H2BC7/CCL3/H2BC10",42
"GO:0050803","GO:0050803","regulation of synapse structure or activity","64/2016","329/18860",0.194528875379939,1.8198485067786,5.18996117173627,1.47817306626202e-06,3.718706028826e-05,2.61469448540593e-05,"SEMA3F/ARHGAP33/CRMP1/GPC4/CTTNBP2/PAK3/LZTS3/ARHGAP4/CRTAC1/TREM2/SIX4/RPS6KA5/SYNDIG1/CBLN1/SLC17A7/IL10RA/SPARC/CDC20/PLPPR4/NRP2/SIX1/APOE/PPT1/LRRC4B/EPHB2/LRP4/ADGRB3/DOCK10/PLXNC1/TLR2/SEMA7A/FGF7/CBLN2/NLGN4X/NTRK2/DRD2/GPM6A/GRID2/KCNK13/HOMER1/EPHB1/LRP8/ARMCX5-GPRASP2/VANGL2/CDK5/YWHAZ/SLITRK5/LRFN5/IL1RAPL1/NLGN1/PRNP/LRRC15/CFL1/LRRN3/CDK5R1/NECTIN3/NRXN1/GRID1/FLRT2/THBS2/AGRN/RELN/NLGN3/TNF",64
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","23/2016","74/18860",0.310810810810811,2.90768447018447,5.68836195240643,1.50127919614085e-06,3.74496312556316e-05,2.63315636045313e-05,"FOXP3/TBX21/PTPRC/IL12RB1/ULBP1/IL12B/TNFSF4/SASH3/IL1B/ULBP2/RSAD2/IL18/CYRIB/CD1E/AZGP1/CD7/HLA-DRB1/TAP2/HLA-DRA/HLA-C/HLA-F/HLA-A/HLA-B",23
"GO:0002820","GO:0002820","negative regulation of adaptive immune response","23/2016","74/18860",0.310810810810811,2.90768447018447,5.68836195240643,1.50127919614085e-06,3.74496312556316e-05,2.63315636045313e-05,"FOXP3/TBX21/PTPRC/SMAD7/IL4I1/LILRB1/JAK3/CD69/PTPN6/TNFSF4/TNFSF18/CD80/NCKAP1L/C4BPA/HAVCR2/IL33/SAMSN1/IL7R/LGALS9/LILRB4/PDCD1/SPN/HLA-F",23
"GO:0045058","GO:0045058","T cell selection","21/2016","64/18860",0.328125,3.06966145833333,5.73770953500756,1.58752353541366e-06,3.94346182410316e-05,2.77272465340492e-05,"CD4/CD74/FOXP3/TBX21/PTPRC/IL12RB1/JAK3/CD69/IL12B/ZAP70/TNFSF18/LY9/CCR7/DOCK2/CD3G/SLAMF6/CD3D/SOCS3/SPN/CARD11/CD3E",21
"GO:0097530","GO:0097530","granulocyte migration","36/2016","148/18860",0.243243243243243,2.27557915057915,5.38964478518345,1.68714751460846e-06,4.15156184855579e-05,2.91904382521665e-05,"CD74/CCL22/PIK3CG/TNFSF18/NCKAP1L/TNFAIP6/EDN3/TREM1/CXCL6/IL1B/CCR7/EDN2/RAC2/CCL21/THBS1/CXCL9/PTPRJ/ADAM8/CCL28/MCOLN2/SLAMF8/FCER1G/ITGB2/JAM3/CD300A/CXCL10/CXCL8/CCL11/SAA1/FUT7/DPP4/FAM3D/CCL5/CCL4/CCL4L1/CCL3",36
"GO:0002396","GO:0002396","MHC protein complex assembly","12/2016","24/18860",0.5,4.67757936507936,6.23670657275888,1.69938763083644e-06,4.15156184855579e-05,2.91904382521665e-05,"TAP1/HLA-DQB1/HLA-DRB1/HLA-DQA1/HLA-DOA/TAP2/HLA-DRA/HLA-A/HLA-DPB1/HLA-DPA1/TAPBP/HLA-DMB",12
"GO:0002501","GO:0002501","peptide antigen assembly with MHC protein complex","12/2016","24/18860",0.5,4.67757936507936,6.23670657275888,1.69938763083644e-06,4.15156184855579e-05,2.91904382521665e-05,"TAP1/HLA-DQB1/HLA-DRB1/HLA-DQA1/HLA-DOA/TAP2/HLA-DRA/HLA-A/HLA-DPB1/HLA-DPA1/TAPBP/HLA-DMB",12
"GO:0090231","GO:0090231","regulation of spindle checkpoint","12/2016","24/18860",0.5,4.67757936507936,6.23670657275888,1.69938763083644e-06,4.15156184855579e-05,2.91904382521665e-05,"NDC80/BIRC5/ZWINT/CCNB1/CDCA8/USP44/KNL1/SKA1/MAD2L1/SKA3/GEN1/AURKB",12
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","30/2016","113/18860",0.265486725663717,2.48367045933418,5.47258807236552,1.7707376515542e-06,4.29284332781956e-05,3.01838157922503e-05,"PTPRC/PYCARD/TGFB1/OAS3/OAS2/IL12B/IFIH1/CD2/MMP8/SASH3/AKAP12/EPHB2/HAVCR2/IL33/TLR2/THBS1/FCGR2A/PTPRJ/FCGR1A/FCER1G/NOD2/LGALS9/CLEC7A/C1QTNF4/LEP/LPL/SPN/FCGR3A/CCL3/FCGR1BP",30
"GO:0019883","GO:0019883","antigen processing and presentation of endogenous antigen","14/2016","32/18860",0.4375,4.09288194444444,6.05784581432291,1.77174183353852e-06,4.29284332781956e-05,3.01838157922503e-05,"CD74/ULBP1/ULBP2/CD1E/AZGP1/TAP1/HLA-DRB1/TAP2/HLA-DRA/HLA-C/HLA-F/HLA-A/TAPBP/HLA-B",14
"GO:0044771","GO:0044771","meiotic cell cycle phase transition","10/2016","17/18860",0.588235294117647,5.50303454715219,6.42594040108213,1.82478215288531e-06,4.40250081574551e-05,3.09548389028185e-05,"CHFR/NDC80/TTK/CDC20/ZWINT/PKMYT1/KNL1/CCNB2/CDC25C/CDC25A",10
"GO:0055074","GO:0055074","calcium ion homeostasis","64/2016","331/18860",0.193353474320242,1.80885244329353,5.13616876844568,1.83189309992117e-06,4.40250081574551e-05,3.09548389028185e-05,"MCUB/TSPOAP1/ATP1A2/BAK1/PTPRC/SNX10/BAX/PLCB4/CORO1A/CEMIP/TGFB1/CXCL12/CDH23/CALCA/TCIRG1/PTPN6/STC2/CNR1/EDN3/CCR7/EDN2/F2RL3/APOE/TRPC4/KL/CCL21/PLCB2/FGF2/CXCL9/TRPM2/ATP1B1/ANK2/DRD2/EDNRA/TMEM178A/SLC25A27/THY1/SLC24A2/ATP2B2/DMTN/CCR5/PTH1R/ALPL/GPER1/PRKCB/CXCL10/CXCL11/P2RY6/CCL11/GRINA/CACNB4/LCK/SLC8A1/GP1BA/TRDN/CXCR3/ERO1A/RYR3/DMD/TGM2/LCN6/CCL5/CCL14/CCL3",64
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response","28/2016","102/18860",0.274509803921569,2.56808278867102,5.49360950627654,1.89169371605949e-06,4.51253223421108e-05,3.17284911916878e-05,"GRN/CD84/SPI1/LAT2/TREM2/CHGA/PYCARD/PIK3CG/PTGDS/PTPN6/NMI/RAC2/DOCK2/HAVCR2/IL33/KIT/FCER1G/ITGB2/DNASE1L3/SLC18A2/CD300A/LGALS9/RASGRP1/MRGPRX2/SUCNR1/LAT/TNF/CCL3",28
"GO:0007584","GO:0007584","response to nutrient","39/2016","167/18860",0.233532934131737,2.1847376675221,5.32013811389001,1.89294315643496e-06,4.51253223421108e-05,3.17284911916878e-05,"CD4/TNC/TFRC/ACACB/ABCB1/TGFB1/COL1A1/FOLR1/ARSB/STC2/STAT1/SPP1/LRAT/CAT/ALDH1A2/PPARG/POSTN/KL/HMGCS2/CYP1A1/SFRP2/CDKN2B/CCL28/CBS/LOC102724560/ALPL/AQP3/SLC27A4/NOD2/MN1/CXCL10/LEP/LPL/PENK/GPRIN3/AKR1C3/MT-CYB/F5/LTA",39
"GO:0006874","GO:0006874","intracellular calcium ion homeostasis","60/2016","304/18860",0.197368421052632,1.84641290726817,5.14705566470019,1.91021744584773e-06,4.53542391158707e-05,3.18894470245305e-05,"MCUB/TSPOAP1/ATP1A2/BAK1/PTPRC/BAX/PLCB4/CORO1A/CEMIP/TGFB1/CXCL12/CDH23/CALCA/TCIRG1/PTPN6/STC2/CNR1/EDN3/CCR7/EDN2/F2RL3/APOE/TRPC4/CCL21/PLCB2/FGF2/CXCL9/TRPM2/ATP1B1/ANK2/DRD2/EDNRA/TMEM178A/SLC25A27/THY1/SLC24A2/ATP2B2/DMTN/CCR5/PTH1R/GPER1/PRKCB/CXCL10/CXCL11/P2RY6/CCL11/GRINA/CACNB4/LCK/SLC8A1/GP1BA/TRDN/CXCR3/ERO1A/RYR3/DMD/TGM2/CCL5/CCL14/CCL3",60
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","18/2016","50/18860",0.36,3.36785714285714,5.80000114400184,1.92259738108198e-06,4.54655828678267e-05,3.1967734980601e-05,"CD74/CLEC4A/CTSD/FCGR1A/CD1E/FCER1G/HLA-DQB1/HLA-DRB1/HLA-DQA1/HLA-DOA/TAP2/HLA-DRA/HLA-F/HLA-A/IFI30/HLA-DPB1/HLA-DPA1/HLA-DMB",18
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","61/2016","311/18860",0.196141479099678,1.8349346705456,5.13634772277043,1.9492760112345e-06,4.59128278024636e-05,3.22822015867689e-05,"IGF1/MYOC/RAPGEF3/NOX4/TREM2/OSM/TGFB1/NOP53/PIK3CG/TGFBR1/PIP5K1B/UNC5B/PTPN6/LOX/FN1/CAT/IL1B/CCR7/NTS/PRR5L/SPRY2/KLF4/IL33/CCL21/THBS1/CEP55/FGF2/EGF/PIK3R5/MTDH/NTRK2/TCF7L2/PTPRJ/DRD2/ADRA2A/IL18/AKR1C2/ADAM8/PIK3AP1/KIT/AIM2/GPER1/STOX1/TMEM100/IGF2/NLRC3/P2RY12/PDGFD/RASGRP1/HPSE/LEP/NRXN1/TSPYL5/NTF3/IRS2/RELN/AKR1C3/TNF/CCL5/ADRA2B/CCL3",61
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","22/2016","70/18860",0.314285714285714,2.94019274376417,5.62616524682349,2.04890248396126e-06,4.77622427622616e-05,3.35825611901167e-05,"SPI1/PTPRC/LAG3/IL12RB1/ULBP1/IL12B/ULBP2/IL21/CD226/CYRIB/CD1E/AZGP1/SLAMF6/RASGRP1/SH2D1A/HLA-DRB1/TAP2/HLA-DRA/HLA-C/HLA-F/HLA-A/HLA-B",22
"GO:0002823","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","22/2016","70/18860",0.314285714285714,2.94019274376417,5.62616524682349,2.04890248396126e-06,4.77622427622616e-05,3.35825611901167e-05,"FOXP3/TBX21/PTPRC/SMAD7/IL4I1/LILRB1/JAK3/CD69/PTPN6/TNFSF4/TNFSF18/CD80/NCKAP1L/C4BPA/HAVCR2/IL33/IL7R/LGALS9/LILRB4/PDCD1/SPN/HLA-F",22
"GO:0070588","GO:0070588","calcium ion transmembrane transport","65/2016","339/18860",0.191740412979351,1.79376199840802,5.1019936540609,2.05693822243875e-06,4.77622427622616e-05,3.35825611901167e-05,"MCUB/CD4/ATP1A2/BAK1/PTPRC/TRPM3/BAX/NOS1/PLCB4/CORO1A/CEMIP/TGFB1/GRIN2D/PIK3CG/PKD2L1/CALCA/PTPN6/CRHR1/CCR7/F2RL3/TRPC4/FAIM2/EDNRB/CCL21/PLCB2/ITGAV/FGF2/CXCL9/TRPM2/ATP1B1/CNGA3/ANK2/DRD2/GPM6A/EDNRA/MCOLN2/THY1/SLC24A2/ATP2B2/CACHD1/CCR5/ORAI2/GPER1/PKD1L2/CXCL10/CXCL11/P2RY6/PRNP/CATSPER1/GPR35/GRINA/CACNB4/LCK/SLC8A1/GP1BA/TRDN/CXCR3/TRPV2/ERO1A/CACNA1E/CNGA1/RYR3/NOS1AP/DMD/CCL3",65
"GO:0042269","GO:0042269","regulation of natural killer cell mediated cytotoxicity","19/2016","55/18860",0.345454545454545,3.23178210678211,5.73427405309014,2.06011026799336e-06,4.77622427622616e-05,3.35825611901167e-05,"LAG3/LILRB1/TGFB1/IL12B/HAVCR2/IL21/CD226/SLAMF6/INPP5D/LGALS9/RASGRP1/LEP/TIGIT/SH2D1A/HLA-C/HLA-F/HLA-A/HLA-B/PIK3R6",19
"GO:0072676","GO:0072676","lymphocyte migration","30/2016","114/18860",0.263157894736842,2.46188387635756,5.41617855428401,2.16013672447508e-06,4.98856574808464e-05,3.50755753493096e-05,"ITGAL/TBX21/ICAM1/CORO1A/PYCARD/PIK3CG/CXCL12/CD69/ZAP70/ITGA4/ARTN/CCR7/MYO1G/CCL21/ITGB7/ADAM8/JAM2/LGALS9/CXCL10/CXCL11/GPR183/SAA1/FUT7/P4HB/CXCR3/APOD/SPN/CCL5/CCL4/CCL3",30
"GO:1902106","GO:1902106","negative regulation of leukocyte differentiation","31/2016","120/18860",0.258333333333333,2.41674933862434,5.38617954292104,2.25430064789374e-06,5.18576864994078e-05,3.64621472804931e-05,"LTF/CD74/RUNX3/HMGB3/FOXP3/CLDN18/TBX21/LAG3/SMAD7/LILRB1/JAK3/CALCA/CD69/TNFSF4/GPR68/TNFSF18/HOXA7/INHBA/TNFAIP6/IRF1/DTX1/ERBB2/PRDM16/CDKN2A/TMEM178A/CTLA4/SLC4A2/INPP5D/LILRB4/NRARP/CCL3",31
"GO:0051321","GO:0051321","meiotic cell cycle","59/2016","299/18860",0.197324414715719,1.84600122100122,5.10138236362506,2.33637808862845e-06,5.35374699998891e-05,3.76432357078488e-05,"RAD51/ASPM/TRIP13/CHFR/NDC80/AURKA/CCNE1/RAD51AP1/TTK/SMC4/ACTR3/CDC20/NEK2/MSX2/NCAPH/MND1/ZWINT/CKS2/PKMYT1/SGO1/TUBG1/TOP2A/CCNA1/ESPL1/BRIP1/KNL1/BRCA2/P3H4/NUF2/FANCD2/EDNRA/SKA1/EME1/FMN2/FBXO43/CCNB2/CDC25C/NPR2/HFM1/CDC25A/PTTG1/WASHC5/SKA3/PLK1/EXO1/CCNE2/RMI1/SEPTIN1/TDRKH/RAD51B/MYBL1/FANCA/H2AX/SLX4/SYCP2/XRCC2/RAD54B/MSH5/MEIKIN",59
"GO:0010562","GO:0010562","positive regulation of phosphorus metabolic process","62/2016","320/18860",0.19375,1.81256200396825,5.07175904666593,2.46071715046526e-06,5.59529222828869e-05,3.93415871546044e-05,"TENM1/CD4/PLAUR/LTF/IGF1/CD74/LCP2/LIMCH1/FGF10/PTPRC/TPX2/CLSPN/TREM2/OSM/MMP9/ANGPT4/CEMIP/CLIP3/PIK3CG/EZH2/CALCA/SASH1/GPLD1/KIF14/TNFSF18/CD80/NIBAN1/SPRY2/THBS1/LHCGR/IL21/FGF2/CENPE/EGF/PELI2/FGF7/PIK3R5/ERBB2/IL18/PID1/FGF18/KIT/PTH1R/SPATA18/NEK10/GPER1/STOX1/GPD1/FAXDC2/P2RY6/RASGRP1/PARP14/CSPG4/LEP/SPHK1/TNFSF15/PRKN/HLA-DRB1/LAT/TNF/APOC2/PIK3R6",62
"GO:0045937","GO:0045937","positive regulation of phosphate metabolic process","62/2016","320/18860",0.19375,1.81256200396825,5.07175904666593,2.46071715046526e-06,5.59529222828869e-05,3.93415871546044e-05,"TENM1/CD4/PLAUR/LTF/IGF1/CD74/LCP2/LIMCH1/FGF10/PTPRC/TPX2/CLSPN/TREM2/OSM/MMP9/ANGPT4/CEMIP/CLIP3/PIK3CG/EZH2/CALCA/SASH1/GPLD1/KIF14/TNFSF18/CD80/NIBAN1/SPRY2/THBS1/LHCGR/IL21/FGF2/CENPE/EGF/PELI2/FGF7/PIK3R5/ERBB2/IL18/PID1/FGF18/KIT/PTH1R/SPATA18/NEK10/GPER1/STOX1/GPD1/FAXDC2/P2RY6/RASGRP1/PARP14/CSPG4/LEP/SPHK1/TNFSF15/PRKN/HLA-DRB1/LAT/TNF/APOC2/PIK3R6",62
"GO:0043368","GO:0043368","positive T cell selection","18/2016","51/18860",0.352941176470588,3.30182072829132,5.69450146787194,2.67582244651133e-06,6.06109666811303e-05,4.26167487044697e-05,"CD74/FOXP3/TBX21/PTPRC/IL12RB1/JAK3/CD69/IL12B/ZAP70/TNFSF18/LY9/DOCK2/CD3G/SLAMF6/CD3D/SOCS3/SPN/CD3E",18
"GO:1905820","GO:1905820","positive regulation of chromosome separation","14/2016","33/18860",0.424242424242424,3.96885521885522,5.90523799546314,2.77486730011212e-06,6.22436653334908e-05,4.37647308599735e-05,"BIRC5/NCAPG/SMC4/CDC20/NCAPH/DLGAP5/CDCA8/ESPL1/USP44/NCAPG2/SKA1/SKA3/UBE2C/AURKB",14
"GO:0032623","GO:0032623","interleukin-2 production","21/2016","66/18860",0.318181818181818,2.97664141414141,5.56509041516225,2.78583374800764e-06,6.22436653334908e-05,4.37647308599735e-05,"CD4/FOXP3/TBX21/PTPRC/LAG3/HOMER2/CD83/CD86/GBP1/TNFAIP3/CD80/SASH3/IL1B/HAVCR2/LAPTM5/PRNP/CLEC7A/LILRB4/CARD11/PNP/CD3E",21
"GO:0032663","GO:0032663","regulation of interleukin-2 production","21/2016","66/18860",0.318181818181818,2.97664141414141,5.56509041516225,2.78583374800764e-06,6.22436653334908e-05,4.37647308599735e-05,"CD4/FOXP3/TBX21/PTPRC/LAG3/HOMER2/CD83/CD86/GBP1/TNFAIP3/CD80/SASH3/IL1B/HAVCR2/LAPTM5/PRNP/CLEC7A/LILRB4/CARD11/PNP/CD3E",21
"GO:1903707","GO:1903707","negative regulation of hemopoiesis","32/2016","127/18860",0.251968503937008,2.35720534933133,5.30915903068913,2.7900154454288e-06,6.22436653334908e-05,4.37647308599735e-05,"LTF/CD74/RUNX3/HMGB3/FOXP3/CLDN18/TBX21/LAG3/SMAD7/TSC22D1/LILRB1/JAK3/CALCA/CD69/TNFSF4/GPR68/TNFSF18/HOXA7/INHBA/TNFAIP6/IRF1/DTX1/ERBB2/PRDM16/CDKN2A/TMEM178A/CTLA4/SLC4A2/INPP5D/LILRB4/NRARP/CCL3",32
"GO:0001913","GO:0001913","T cell mediated cytotoxicity","20/2016","61/18860",0.327868852459016,3.06726515742909,5.59468586266292,2.83777010270835e-06,6.28348196524786e-05,4.41803829512923e-05,"PTPRC/IL12RB1/GFUS/LILRB1/ULBP1/IL12B/NCKAP1L/ULBP2/CYRIB/CD1E/AZGP1/IL7R/HLA-DRB1/FCGR3A/TAP2/HLA-DRA/HLA-C/HLA-F/HLA-A/HLA-B",20
"GO:0002715","GO:0002715","regulation of natural killer cell mediated immunity","20/2016","61/18860",0.327868852459016,3.06726515742909,5.59468586266292,2.83777010270835e-06,6.28348196524786e-05,4.41803829512923e-05,"LAG3/LILRB1/TGFB1/IL12B/HAVCR2/IL21/CD226/CD96/SLAMF6/INPP5D/LGALS9/RASGRP1/LEP/TIGIT/SH2D1A/HLA-C/HLA-F/HLA-A/HLA-B/PIK3R6",20
"GO:0045824","GO:0045824","negative regulation of innate immune response","28/2016","104/18860",0.269230769230769,2.51869658119658,5.37278609730284,2.87366683317504e-06,6.31565736718618e-05,4.44066144559117e-05,"GRN/LILRB1/TGFB1/OAS3/PTPN6/TNFAIP3/DDX39A/NMI/PPARG/HAVCR2/NLRC5/PARP1/DRD2/CD96/SLAMF8/ADAR/YWHAZ/NLRC3/INPP5D/LGALS9/PARP14/AURKB/TIGIT/ISG15/HLA-F/HLA-A/HLA-B/MMP12",28
"GO:0051310","GO:0051310","metaphase chromosome alignment","28/2016","104/18860",0.269230769230769,2.51869658119658,5.37278609730284,2.87366683317504e-06,6.31565736718618e-05,4.44066144559117e-05,"SPAG5/NDC80/BIRC5/FAM83D/TTK/NEK2/CENPF/KIF14/ZWINT/SGO1/CCNB1/CDCA8/KNL1/CENPE/KIF2C/NUF2/SPC25/SKA1/RACGAP1/SPC24/SKA3/CDK1/AURKB/RCC2/SEPTIN1/KNTC1/NUP62/KIFC1",28
"GO:0002483","GO:0002483","antigen processing and presentation of endogenous peptide antigen","12/2016","25/18860",0.48,4.49047619047619,6.04162617360989,2.94980868563273e-06,6.45898849980025e-05,4.54144035070707e-05,"ULBP1/ULBP2/AZGP1/TAP1/HLA-DRB1/TAP2/HLA-DRA/HLA-C/HLA-F/HLA-A/TAPBP/HLA-B",12
"GO:0042327","GO:0042327","positive regulation of phosphorylation","52/2016","254/18860",0.204724409448819,1.91522934633171,5.08045097456101,2.9999269381998e-06,6.54449005853771e-05,4.60155815845834e-05,"TENM1/CD4/PLAUR/LTF/IGF1/CD74/LCP2/LIMCH1/FGF10/PTPRC/TPX2/CLSPN/OSM/MMP9/ANGPT4/CEMIP/CLIP3/PIK3CG/EZH2/CALCA/SASH1/KIF14/TNFSF18/CD80/NIBAN1/SPRY2/THBS1/IL21/FGF2/CENPE/EGF/PELI2/FGF7/PIK3R5/ERBB2/IL18/FGF18/KIT/NEK10/GPER1/STOX1/FAXDC2/RASGRP1/PARP14/CSPG4/LEP/SPHK1/TNFSF15/HLA-DRB1/LAT/TNF/PIK3R6",52
"GO:0050807","GO:0050807","regulation of synapse organization","62/2016","322/18860",0.192546583850932,1.80130385487528,5.01736512460794,3.04383151418953e-06,6.61585732054725e-05,4.6517378674669e-05,"SEMA3F/ARHGAP33/CRMP1/GPC4/CTTNBP2/PAK3/LZTS3/ARHGAP4/CRTAC1/TREM2/SIX4/RPS6KA5/SYNDIG1/CBLN1/IL10RA/SPARC/CDC20/PLPPR4/NRP2/SIX1/APOE/LRRC4B/EPHB2/LRP4/ADGRB3/DOCK10/PLXNC1/TLR2/SEMA7A/FGF7/CBLN2/NLGN4X/NTRK2/DRD2/GPM6A/GRID2/KCNK13/HOMER1/EPHB1/LRP8/ARMCX5-GPRASP2/VANGL2/CDK5/YWHAZ/SLITRK5/LRFN5/IL1RAPL1/NLGN1/PRNP/LRRC15/CFL1/LRRN3/CDK5R1/NECTIN3/NRXN1/GRID1/FLRT2/THBS2/AGRN/RELN/NLGN3/TNF",62
"GO:0042063","GO:0042063","gliogenesis","67/2016","357/18860",0.187675070028011,1.7557300698057,4.98725660477716,3.11819445316227e-06,6.75266139454043e-05,4.74792747080695e-05,"SOX8/TMEM98/IGF1/GRN/MYOC/VCAN/LAMC3/GPC1/FGF10/TREM2/SOX10/E2F1/SLC7A5/METRN/CSK/PRX/TGFB1/PTN/PTPRZ1/EZH2/LEPR/CXCR4/PLP1/IL1B/ADORA2A/MATN2/TRPC4/RRAS2/DTX1/IL33/TLR2/FGF2/LEF1/ERBB2/COL6A1/DLX1/NTRK2/PTPRJ/TENM4/PRDM8/LRP8/MMP14/TAL1/PLPP3/NFIA/EOMES/KLF15/CDK5/BMERB1/COL3A1/P2RY12/GPR183/CDK1/CSPG4/CDK5R1/SOX11/PENK/IDH2/NDN/NCMAP/MAPT/DNER/RELN/LAMA2/LTA/TNF/CCL3",67
"GO:0032963","GO:0032963","collagen metabolic process","30/2016","116/18860",0.258620689655172,2.41943760262726,5.30513134429789,3.18528448980106e-06,6.87277441741018e-05,4.83238127169589e-05,"ADAMTS2/MMP11/MMP9/TGFB1/COL1A1/TNS2/P3H1/MMP8/TGFB3/INHBA/ID1/COL5A1/MMP13/ADAMTS14/P3H4/COL6A1/SERPINH1/MMP14/CREB3L1/KLF15/COL1A2/CTSB/SERPINB7/MFAP4/SERPINF2/TNXB/CIITA/MMP1/SCX/MMP12",30
