"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","117/2016","439/18860",0.266514806378132,2.49328831760495,10.9521984414109,2.03228671561485e-21,1.2014879062715e-17,8.4478949894348e-18,"ITGAL/SELE/CD4/CD6/IGF1/CD74/RUNX3/FOXP3/TFRC/TBX21/ACTB/PTPRC/SIRPG/LAG3/ICAM1/IL12RB1/SMAD7/TNFSF13B/CORO1A/PYCARD/CSK/CD276/GFUS/CD37/IL4I1/LILRB1/RASAL3/TGFB1/JAK3/SHB/CXCL12/ZBTB16/CD5/CALCA/CD69/SELPLG/PTPN6/CD83/IL12B/CD86/ZAP70/ITGA4/TNFSF4/GPAM/TNFSF18/CD80/SASH3/NCKAP1L/PCK1/IRF1/IL1B/CCR7/ADORA2A/RAC2/IDO1/PTPN22/HAVCR2/DTX1/TESPA1/KLF4/CCL21/IL21/LEF1/ITGB7/GPR65/ERBB2/IL2RG/CDKN2A/FERMT3/IL18/ADAM8/CCL28/CYRIB/THY1/JAM2/ITGB2/LAPTM5/CTLA4/ICOS/SLC4A2/NOD2/IGF2/CD300A/CCDC88B/IL7R/LGALS9/LGALS9C/HAS2/PRNP/RASGRP1/LEP/HLA-DQB1/FUT7/TIGIT/LCK/LILRB4/PDCD1/SELL/HLA-DRB1/HLA-DQA1/SPN/DPP4/CARD11/NRARP/PNP/CD3E/HLA-DOA/HLA-DRA/HLA-A/HLA-DPB1/HLA-DPA1/TNF/HLA-DMB/CCL5/CD24/PIK3R6/CLECL1",117
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","107/2016","401/18860",0.266832917705736,2.49626429956854,10.4775174568415,1.00193929899646e-19,2.96173256783352e-16,2.08245173249316e-16,"SELE/CD4/CD6/IGF1/CD74/RUNX3/FOXP3/TFRC/TBX21/ACTB/PTPRC/SIRPG/LAG3/IL12RB1/SMAD7/TNFSF13B/CORO1A/PYCARD/CSK/CD276/CD37/IL4I1/LILRB1/RASAL3/TGFB1/JAK3/SHB/CXCL12/ZBTB16/CD5/CD69/PTPN6/CD83/IL12B/CD86/ZAP70/ITGA4/TNFSF4/GPAM/TNFSF18/CD80/SASH3/NCKAP1L/PCK1/IRF1/IL1B/CCR7/ADORA2A/IDO1/PTPN22/HAVCR2/DTX1/TESPA1/KLF4/CCL21/IL21/LEF1/GPR65/ERBB2/IL2RG/CDKN2A/IL18/ADAM8/CCL28/CYRIB/THY1/ITGB2/LAPTM5/CTLA4/ICOS/SLC4A2/NOD2/IGF2/CD300A/CCDC88B/IL7R/LGALS9/LGALS9C/HAS2/PRNP/RASGRP1/LEP/HLA-DQB1/FUT7/TIGIT/LCK/LILRB4/PDCD1/HLA-DRB1/HLA-DQA1/SPN/DPP4/CARD11/NRARP/PNP/CD3E/HLA-DOA/HLA-DRA/HLA-A/HLA-DPB1/HLA-DPA1/TNF/HLA-DMB/CCL5/CD24/PIK3R6/CLECL1",107
"GO:0050863","GO:0050863","regulation of T cell activation","107/2016","404/18860",0.264851485148515,2.47772768348263,10.3871948613321,1.83097591726386e-19,3.6082432076213e-16,2.53702592886841e-16,"CD4/CD6/IGF1/CD74/RUNX3/TNFRSF9/FOXP3/TFRC/TBX21/ACTB/PTPRC/SIRPG/LAG3/IL12RB1/SMAD7/TNFSF13B/CORO1A/PYCARD/CSK/CD276/CD37/IL4I1/LILRB1/RASAL3/TGFB1/JAK3/SHB/ZBTB16/CD5/CD69/PTPN6/CD83/IL12B/CD86/ZAP70/CD2/TNFSF4/GPAM/TNFSF18/CD80/SASH3/NCKAP1L/PCK1/IRF1/IL1B/CCR7/ADORA2A/RAC2/IDO1/PTPN22/HAVCR2/DTX1/TESPA1/CCL21/IL21/LEF1/GPR65/ERBB2/FANCD2/IL2RG/CDKN2A/IL18/ADAM8/CAMK4/CYRIB/THY1/LAPTM5/CTLA4/ICOS/CGAS/SLC4A2/NOD2/IGF2/CD300A/CCDC88B/IL7R/LGALS9/LGALS9C/JUNB/PRNP/RASGRP1/LEP/HLA-DQB1/TIGIT/LCK/LILRB4/FANCA/PDCD1/HLA-DRB1/HLA-DQA1/SPN/DPP4/CARD11/NRARP/PNP/CD3E/HLA-DOA/HLA-DRA/HLA-A/LAT/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5/CD24/PIK3R6/CLECL1",107
"GO:0070661","GO:0070661","leukocyte proliferation","97/2016","356/18860",0.27247191011236,2.54901796861067,10.2077640405433,1.14626089712224e-18,1.69417360594666e-15,1.19120639019361e-15,"CD38/CD4/CD6/IGF1/SLC11A1/CD74/SH2D2A/TNFRSF9/FOXP3/FGF10/TFRC/PTPRC/BAX/TREM2/IL12RB1/ELF4/TNFSF13B/CORO1A/PYCARD/CD276/CD37/IL4I1/LILRB1/RASAL3/TGFB1/PIK3CG/IMPDH1/SHB/TCIRG1/PTPN6/IL12B/CD86/ZAP70/TNFSF4/TNFAIP3/GPAM/HELLS/TNFSF18/CD80/SASH3/NCKAP1L/IRF1/IL1B/RAC2/BST2/IDO1/EPHB2/PTPN22/DOCK2/HAVCR2/IL33/IL21/LEF1/ERBB2/CDKN2A/IL18/KIT/FCRL3/IKZF3/LAPTM5/MNDA/CTLA4/SLC4A2/IGF2/CD300A/CCDC88B/IL7R/INPP5D/LGALS9/LGALS9C/GPR183/JUNB/CTPS1/PRNP/RASGRP1/LEP/ATAD5/SOX11/IRS2/LILRB4/TNFRSF4/HLA-DRB1/SPN/NMB/CSF2RA/CARD11/PNP/CD3E/FCGR3A/LST1/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5/CD24/CLECL1",97
"GO:0030098","GO:0030098","lymphocyte differentiation","111/2016","441/18860",0.251700680272109,2.35469981643451,9.95889883029076,2.46186292619294e-18,2.91090672393053e-15,2.04671509379704e-15,"TMEM98/ST3GAL1/CD4/CD74/RUNX3/HMGB3/BAK1/TNFRSF9/FOXP3/SPI1/BCL3/TBX21/ACTB/ITM2A/PTPRC/BAX/LAG3/BLNK/IL12RB1/SMAD7/TNFSF13B/IL4I1/TGFB1/JAK3/EZH2/SHB/ZBTB16/TCIRG1/CD69/PTPN6/CD83/SLC39A7/IL12B/CD86/ZAP70/ITGA4/LEPR/CD2/TNFSF4/TNFSF18/CD80/SASH3/LY9/INHBA/NCKAP1L/PCK1/RUNX2/GPR18/IRF1/IL1B/CCR7/PTPN22/RSAD2/DOCK2/DTX1/TESPA1/DOCK10/USP44/IL21/LEF1/GPR65/IRF8/ERBB2/FANCD2/IL2RG/CDKN2A/PTPRJ/IL18/ADAM8/CAMK4/CD8A/MMP14/KIT/SLAMF8/FCER1G/CD3G/FCRL3/IKZF3/LAPTM5/SLAMF6/EOMES/CTLA4/ICOS/SLC4A2/CD3D/IL7R/INPP5D/LGALS9/GPR183/JUNB/RASGRP1/LEP/FUT7/LCK/SOCS3/IKZF1/LILRB4/FANCA/PAX5/HLA-DRB1/SPN/ENTPD7/CARD11/NRARP/PNP/CD3E/ITPRIPL1/HLA-DOA/HLA-DRA/NFAM1/PIK3R6",111
"GO:0046651","GO:0046651","lymphocyte proliferation","88/2016","312/18860",0.282051282051282,2.63863451363451,10.0970109928234,4.4132859474173e-18,4.34855775352184e-15,3.0575554747984e-15,"CD38/CD4/CD6/IGF1/SLC11A1/CD74/SH2D2A/TNFRSF9/FOXP3/FGF10/TFRC/PTPRC/BAX/IL12RB1/ELF4/TNFSF13B/CORO1A/PYCARD/CD276/CD37/IL4I1/LILRB1/RASAL3/TGFB1/PIK3CG/IMPDH1/SHB/PTPN6/IL12B/CD86/ZAP70/TNFSF4/GPAM/HELLS/TNFSF18/CD80/SASH3/NCKAP1L/IRF1/IL1B/RAC2/IDO1/EPHB2/PTPN22/DOCK2/HAVCR2/IL21/LEF1/ERBB2/CDKN2A/IL18/FCRL3/IKZF3/LAPTM5/MNDA/CTLA4/SLC4A2/IGF2/CD300A/CCDC88B/IL7R/INPP5D/LGALS9/LGALS9C/GPR183/CTPS1/PRNP/RASGRP1/LEP/ATAD5/SOX11/IRS2/LILRB4/TNFRSF4/HLA-DRB1/SPN/CARD11/PNP/CD3E/FCGR3A/LST1/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5/CD24/CLECL1",88
"GO:0050867","GO:0050867","positive regulation of cell activation","103/2016","401/18860",0.256857855361596,2.40294600799588,9.8240606916984,9.24829580148629e-18,7.81084639691242e-15,5.49195791279239e-15,"CD38/CD4/CD6/IGF1/CD74/RUNX3/FOXP3/SPI1/FGF10/TFRC/TBX21/ACTB/PTPRC/SIRPG/TREM2/IL12RB1/TNFSF13B/CORO1A/PYCARD/CSK/CD276/IL4I1/LILRB1/RASAL3/TGFB1/SHB/ZBTB16/CD5/PTPN6/CD83/IL12B/CD86/ZAP70/PLEK/CD2/TNFSF4/MMP8/GPAM/CD80/SASH3/NCKAP1L/PCK1/IL1B/CCR7/EPHB2/HAVCR2/TESPA1/IL33/CCL21/THBS1/IL21/LEF1/GPR65/TSLP/IL2RG/PTPRJ/CD226/IL18/ADAM8/CYRIB/THY1/MMP14/FCRL3/ICOS/SVEP1/NOD2/IGF2/CCDC88B/IL7R/INPP5D/LGALS9/GPR183/CLEC7A/RASGRP1/LEP/ATAD5/HLA-DQB1/LCK/GP1BA/IRS2/LILRB4/TNFRSF4/PEAR1/HLA-DRB1/HLA-DQA1/SPN/DPP4/CARD11/PNP/CD3E/FCGR3A/HLA-DOA/HLA-DRA/HLA-A/HLA-DPB1/HLA-DPA1/TNF/HLA-DMB/CCL5/CD24/PIK3R6/CCL3/CLECL1",103
"GO:0045229","GO:0045229","external encapsulating structure organization","91/2016","333/18860",0.273273273273273,2.55651484818151,9.91413461964499,1.11470329028824e-17,8.23765731523008e-15,5.79205696493191e-15,"IBSP/COL11A1/BCL3/TGFBR3/COL5A3/ADAMTS2/NID2/LTBP4/CMA1/TGM1/MMP11/MMP9/HAS3/TGFB1/COMP/AEBP1/TGFBR1/SPOCK2/COL1A1/COL12A1/LOX/P3H1/MMP8/TGFBI/LOXL1/COLGALT1/PXDN/COL5A1/MATN3/PPARG/MATN2/POSTN/LOXL2/ADAMTS8/LCP1/ADAMTS7/SULF1/MMP13/ADAMTS14/PRDM5/COL2A1/FBLN5/P3H4/FKBP10/COL6A1/SFRP2/ADAMTS19/SERPINH1/P4HA3/ADAM8/PLOD2/ADAMTS5/MMP14/CREB3L1/ADAMTS4/OLFML2B/EGFLAM/COL1A2/MFAP4/SERPINF2/KLK5/TNXB/BMP1/COL3A1/ANTXR1/HAS2/COL8A2/ANGPTL7/HPSE2/ADAMTS20/NDNF/VWA1/WT1/FLRT2/ADAMTSL5/COL4A1/SULF2/LAMA2/MMP1/DPP4/ADAMTSL2/ERO1A/COLGALT2/COL5A2/VIT/COL6A6/ZNF469/TNF/SCX/MIA/MMP12",91
"GO:0032943","GO:0032943","mononuclear cell proliferation","88/2016","319/18860",0.275862068965517,2.58073344280241,9.85075196297685,2.03695059506982e-17,1.22433444831338e-14,8.60853346697087e-15,"CD38/CD4/CD6/IGF1/SLC11A1/CD74/SH2D2A/TNFRSF9/FOXP3/FGF10/TFRC/PTPRC/BAX/IL12RB1/ELF4/TNFSF13B/CORO1A/PYCARD/CD276/CD37/IL4I1/LILRB1/RASAL3/TGFB1/PIK3CG/IMPDH1/SHB/PTPN6/IL12B/CD86/ZAP70/TNFSF4/GPAM/HELLS/TNFSF18/CD80/SASH3/NCKAP1L/IRF1/IL1B/RAC2/IDO1/EPHB2/PTPN22/DOCK2/HAVCR2/IL21/LEF1/ERBB2/CDKN2A/IL18/FCRL3/IKZF3/LAPTM5/MNDA/CTLA4/SLC4A2/IGF2/CD300A/CCDC88B/IL7R/INPP5D/LGALS9/LGALS9C/GPR183/CTPS1/PRNP/RASGRP1/LEP/ATAD5/SOX11/IRS2/LILRB4/TNFRSF4/HLA-DRB1/SPN/CARD11/PNP/CD3E/FCGR3A/LST1/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5/CD24/CLECL1",88
"GO:0000280","GO:0000280","nuclear division","111/2016","453/18860",0.245033112582781,2.29232366235677,9.63187569037381,2.07093106954225e-17,1.22433444831338e-14,8.60853346697087e-15,"ANLN/IGF1/RAD51/ASPM/TRIP13/CHFR/SPAG5/CDC14A/NDC80/AURKA/TPX2/BIRC5/KIF4A/MYBL2/CENPI/CCNE1/TGFB1/UBE2S/NCAPG/RAD51AP1/TTK/SMC4/ACTR3/CDC20/NEK2/CENPF/KIF14/MSX2/NCAPH/MND1/ZWINT/CENPK/CKS2/EDN3/IL1B/DLGAP5/PKMYT1/CDKN1C/SGO1/CEP85/TUBG1/TOP2A/CCNA1/CCNB1/CDCA8/ESPL1/USP44/BRIP1/NUSAP1/KIF23/KNL1/KIF11/CENPE/EGF/BRCA2/P3H4/KIF2C/NUF2/FANCD2/NCAPG2/MKI67/CHEK1/SPC25/SKA1/EME1/FMN2/FBXO43/BUB1B/CCNB2/CDC25C/NPR2/RACGAP1/SPC24/NFIA/HFM1/KIF15/MAD2L1/PTTG1/WASHC5/SKA3/PLK1/IGF2/CCDC8/BUB1/CDK1/UBE2C/CCNE2/SPHK1/HASPIN/GEN1/RMI1/AURKB/SEPTIN1/RCC1/TDRKH/RAD51B/KNTC1/CDCA2/MYBL1/KIF18B/FANCA/SLX4/SYCP2/RAD54B/PRC1/MSH5/NUP62/TNF/KIFC1/MEIKIN/UHRF1",111
"GO:0030198","GO:0030198","extracellular matrix organization","90/2016","331/18860",0.27190332326284,2.54369874838153,9.8024026076269,2.39123982798617e-17,1.28518271482311e-14,9.03636945523195e-15,"IBSP/COL11A1/BCL3/TGFBR3/COL5A3/ADAMTS2/NID2/LTBP4/CMA1/MMP11/MMP9/HAS3/TGFB1/COMP/AEBP1/TGFBR1/SPOCK2/COL1A1/COL12A1/LOX/P3H1/MMP8/TGFBI/LOXL1/COLGALT1/PXDN/COL5A1/MATN3/PPARG/MATN2/POSTN/LOXL2/ADAMTS8/LCP1/ADAMTS7/SULF1/MMP13/ADAMTS14/PRDM5/COL2A1/FBLN5/P3H4/FKBP10/COL6A1/SFRP2/ADAMTS19/SERPINH1/P4HA3/ADAM8/PLOD2/ADAMTS5/MMP14/CREB3L1/ADAMTS4/OLFML2B/EGFLAM/COL1A2/MFAP4/SERPINF2/KLK5/TNXB/BMP1/COL3A1/ANTXR1/HAS2/COL8A2/ANGPTL7/HPSE2/ADAMTS20/NDNF/VWA1/WT1/FLRT2/ADAMTSL5/COL4A1/SULF2/LAMA2/MMP1/DPP4/ADAMTSL2/ERO1A/COLGALT2/COL5A2/VIT/COL6A6/ZNF469/TNF/SCX/MIA/MMP12",90
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","92/2016","343/18860",0.268221574344023,2.50925540284141,9.75902574547003,2.73906037744466e-17,1.33927238943112e-14,9.41668447023629e-15,"SELE/CD4/PLAUR/CD6/IGF1/CD74/RUNX3/FOXP3/TFRC/ACTB/PTPRC/PKP1/CEACAM6/SIRPG/IL12RB1/SMAD7/TNFSF13B/CORO1A/PYCARD/CSK/CD276/IL4I1/LILRB1/RASAL3/TGFB1/SHB/ZBTB16/CD5/PTPN6/CD83/IL12B/CD86/ZAP70/ITGA4/TNFSF4/GPAM/CD80/SASH3/NCKAP1L/PCK1/IL1B/CCR7/ADAM19/HAVCR2/TESPA1/CCL21/IL21/MMRN1/LEF1/GPR65/IL2RG/IL18/MAGI1/ADAM8/CYRIB/THY1/ITGB2/PLPP3/KIF26B/ICOS/NOD2/IGF2/SERPINF2/CCDC88B/IL7R/LGALS9/HAS2/FGG/RASGRP1/LEP/HLA-DQB1/FUT7/LCK/LILRB4/HLA-DRB1/HLA-DQA1/SPN/DPP4/CARD11/PNP/CD3E/HLA-DOA/HLA-DRA/HLA-A/HLA-DPB1/HLA-DPA1/TNF/HLA-DMB/CCL5/CD24/PIK3R6/CLECL1",92
"GO:0043062","GO:0043062","extracellular structure organization","90/2016","332/18860",0.271084337349398,2.53603700516351,9.76873721890545,2.94494943548792e-17,1.33927238943112e-14,9.41668447023629e-15,"IBSP/COL11A1/BCL3/TGFBR3/COL5A3/ADAMTS2/NID2/LTBP4/CMA1/MMP11/MMP9/HAS3/TGFB1/COMP/AEBP1/TGFBR1/SPOCK2/COL1A1/COL12A1/LOX/P3H1/MMP8/TGFBI/LOXL1/COLGALT1/PXDN/COL5A1/MATN3/PPARG/MATN2/POSTN/LOXL2/ADAMTS8/LCP1/ADAMTS7/SULF1/MMP13/ADAMTS14/PRDM5/COL2A1/FBLN5/P3H4/FKBP10/COL6A1/SFRP2/ADAMTS19/SERPINH1/P4HA3/ADAM8/PLOD2/ADAMTS5/MMP14/CREB3L1/ADAMTS4/OLFML2B/EGFLAM/COL1A2/MFAP4/SERPINF2/KLK5/TNXB/BMP1/COL3A1/ANTXR1/HAS2/COL8A2/ANGPTL7/HPSE2/ADAMTS20/NDNF/VWA1/WT1/FLRT2/ADAMTSL5/COL4A1/SULF2/LAMA2/MMP1/DPP4/ADAMTSL2/ERO1A/COLGALT2/COL5A2/VIT/COL6A6/ZNF469/TNF/SCX/MIA/MMP12",90
"GO:0030199","GO:0030199","collagen fibril organization","36/2016","71/18860",0.507042253521127,4.74346076458753,10.9328302377666,4.21733333182296e-17,1.78091961840981e-14,1.25219919754653e-14,"COL11A1/COL5A3/ADAMTS2/MMP11/COMP/AEBP1/TGFBR1/COL1A1/COL12A1/LOX/P3H1/LOXL1/COLGALT1/PXDN/COL5A1/LOXL2/ADAMTS7/ADAMTS14/COL2A1/P3H4/FKBP10/COL6A1/SFRP2/ADAMTS19/SERPINH1/P4HA3/PLOD2/COL1A2/SERPINF2/TNXB/BMP1/COL3A1/ERO1A/COLGALT2/COL5A2/SCX",36
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","81/2016","284/18860",0.285211267605634,2.66819668008048,9.79968913274827,4.66476232204908e-17,1.83853832319694e-14,1.29271202875592e-14,"CD38/CD4/CD6/IGF1/CD74/TNFRSF9/FOXP3/FGF10/TFRC/PTPRC/IL12RB1/TNFSF13B/CORO1A/PYCARD/CD276/CD37/IL4I1/LILRB1/RASAL3/TGFB1/PTPN6/IL12B/CD86/ZAP70/TNFSF4/TNFAIP3/GPAM/TNFSF18/CD80/SASH3/NCKAP1L/IRF1/IL1B/RAC2/BST2/IDO1/EPHB2/PTPN22/HAVCR2/IL33/IL21/ERBB2/CDKN2A/IL18/KIT/FCRL3/IKZF3/LAPTM5/MNDA/CTLA4/SLC4A2/IGF2/CD300A/CCDC88B/INPP5D/LGALS9/LGALS9C/GPR183/PRNP/LEP/ATAD5/SOX11/IRS2/LILRB4/TNFRSF4/HLA-DRB1/SPN/NMB/CSF2RA/CARD11/PNP/CD3E/FCGR3A/LST1/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5/CD24/CLECL1",81
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","98/2016","381/18860",0.257217847769029,2.40631379410907,9.59372950815083,5.30657256508673e-17,1.96077856279955e-14,1.37866151707418e-14,"CD38/CD4/CD6/IGF1/CD74/RUNX3/FOXP3/SPI1/FGF10/TFRC/TBX21/ACTB/PTPRC/SIRPG/TREM2/IL12RB1/TNFSF13B/CORO1A/PYCARD/CSK/CD276/IL4I1/LILRB1/RASAL3/TGFB1/SHB/ZBTB16/CD5/PTPN6/CD83/IL12B/CD86/ZAP70/CD2/TNFSF4/MMP8/GPAM/CD80/SASH3/NCKAP1L/PCK1/IL1B/CCR7/EPHB2/HAVCR2/TESPA1/IL33/CCL21/THBS1/IL21/LEF1/GPR65/TSLP/IL2RG/CD226/IL18/ADAM8/CYRIB/THY1/MMP14/FCRL3/ICOS/NOD2/IGF2/CCDC88B/IL7R/INPP5D/LGALS9/GPR183/CLEC7A/RASGRP1/LEP/ATAD5/HLA-DQB1/LCK/IRS2/LILRB4/TNFRSF4/HLA-DRB1/HLA-DQA1/SPN/DPP4/CARD11/PNP/CD3E/FCGR3A/HLA-DOA/HLA-DRA/HLA-A/HLA-DPB1/HLA-DPA1/TNF/HLA-DMB/CCL5/CD24/PIK3R6/CCL3/CLECL1",98
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","75/2016","254/18860",0.295275590551181,2.76235001874766,9.78282974223939,8.3754638650077e-17,2.91269072764268e-14,2.04796946148083e-14,"CD38/CD4/CD6/IGF1/CD74/TNFRSF9/FOXP3/FGF10/TFRC/PTPRC/IL12RB1/TNFSF13B/CORO1A/PYCARD/CD276/CD37/IL4I1/LILRB1/RASAL3/TGFB1/PTPN6/IL12B/CD86/ZAP70/TNFSF4/GPAM/TNFSF18/CD80/SASH3/NCKAP1L/IRF1/IL1B/RAC2/IDO1/EPHB2/PTPN22/HAVCR2/IL21/ERBB2/CDKN2A/IL18/FCRL3/IKZF3/LAPTM5/MNDA/CTLA4/SLC4A2/IGF2/CD300A/CCDC88B/INPP5D/LGALS9/LGALS9C/GPR183/PRNP/LEP/ATAD5/SOX11/IRS2/LILRB4/TNFRSF4/HLA-DRB1/SPN/CARD11/PNP/CD3E/FCGR3A/LST1/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5/CD24/CLECL1",75
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","81/2016","289/18860",0.280276816608997,2.62203410776075,9.61331640048667,1.42678914168803e-16,4.6862096698109e-14,3.29496509972282e-14,"SELE/CD4/CD6/IGF1/CD74/RUNX3/FOXP3/TFRC/ACTB/PTPRC/SIRPG/IL12RB1/TNFSF13B/CORO1A/PYCARD/CSK/CD276/IL4I1/LILRB1/RASAL3/TGFB1/SHB/ZBTB16/CD5/PTPN6/CD83/IL12B/CD86/ZAP70/ITGA4/TNFSF4/GPAM/CD80/SASH3/NCKAP1L/PCK1/IL1B/CCR7/HAVCR2/TESPA1/CCL21/IL21/LEF1/GPR65/IL2RG/IL18/ADAM8/CYRIB/THY1/ITGB2/ICOS/NOD2/IGF2/CCDC88B/IL7R/LGALS9/HAS2/RASGRP1/LEP/HLA-DQB1/FUT7/LCK/LILRB4/HLA-DRB1/HLA-DQA1/SPN/DPP4/CARD11/PNP/CD3E/HLA-DOA/HLA-DRA/HLA-A/HLA-DPB1/HLA-DPA1/TNF/HLA-DMB/CCL5/CD24/PIK3R6/CLECL1",81
"GO:0030217","GO:0030217","T cell differentiation","88/2016","330/18860",0.266666666666667,2.49470899470899,9.47671644141135,2.00427078755879e-16,6.23644678739347e-14,4.38496694740702e-14,"TMEM98/CD4/CD74/RUNX3/TNFRSF9/FOXP3/SPI1/BCL3/TBX21/ACTB/PTPRC/LAG3/IL12RB1/SMAD7/IL4I1/TGFB1/JAK3/SHB/ZBTB16/TCIRG1/CD69/CD83/IL12B/CD86/ZAP70/LEPR/CD2/TNFSF4/TNFSF18/CD80/SASH3/LY9/NCKAP1L/PCK1/RUNX2/GPR18/IRF1/IL1B/CCR7/PTPN22/RSAD2/DOCK2/DTX1/TESPA1/USP44/IL21/LEF1/GPR65/ERBB2/FANCD2/IL2RG/CDKN2A/IL18/ADAM8/CAMK4/CD8A/KIT/FCER1G/CD3G/IKZF3/SLAMF6/EOMES/CTLA4/ICOS/SLC4A2/CD3D/IL7R/LGALS9/GPR183/JUNB/RASGRP1/LEP/FUT7/LCK/SOCS3/LILRB4/FANCA/HLA-DRB1/SPN/ENTPD7/CARD11/NRARP/PNP/CD3E/ITPRIPL1/HLA-DOA/HLA-DRA/PIK3R6",88
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","75/2016","258/18860",0.290697674418605,2.71952288667405,9.62099461000977,2.16831006156728e-16,6.40952454199289e-14,4.50666128059432e-14,"CD38/CD4/CD6/IGF1/CD74/TNFRSF9/FOXP3/FGF10/TFRC/PTPRC/IL12RB1/TNFSF13B/CORO1A/PYCARD/CD276/CD37/IL4I1/LILRB1/RASAL3/TGFB1/PTPN6/IL12B/CD86/ZAP70/TNFSF4/GPAM/TNFSF18/CD80/SASH3/NCKAP1L/IRF1/IL1B/RAC2/IDO1/EPHB2/PTPN22/HAVCR2/IL21/ERBB2/CDKN2A/IL18/FCRL3/IKZF3/LAPTM5/MNDA/CTLA4/SLC4A2/IGF2/CD300A/CCDC88B/INPP5D/LGALS9/LGALS9C/GPR183/PRNP/LEP/ATAD5/SOX11/IRS2/LILRB4/TNFRSF4/HLA-DRB1/SPN/CARD11/PNP/CD3E/FCGR3A/LST1/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5/CD24/CLECL1",75
"GO:0046631","GO:0046631","alpha-beta T cell activation","64/2016","206/18860",0.310679611650485,2.90645708121436,9.51823963299146,1.0287400060951e-15,2.89614805525441e-13,2.03633798700229e-13,"TMEM98/RUNX3/FOXP3/BCL3/TBX21/PTPRC/IL12RB1/SMAD7/ELF4/LILRB1/RASAL3/JAK3/SHB/ZBTB16/TCIRG1/CD69/CLEC4A/CD83/IL12B/CD86/ZAP70/TNFSF4/TNFSF18/CD80/SASH3/LY9/NCKAP1L/GPR18/IRF1/ADORA2A/WDFY4/RSAD2/DOCK2/IL21/LEF1/GPR65/IL2RG/IL18/CD3G/SLAMF6/EOMES/ICOS/SLC4A2/CD3D/CD300A/LGALS9/LGALS9C/GPR183/JUNB/FUT7/SOCS3/LILRB4/HLA-DRB1/SPN/ENTPD7/CARD11/PNP/CD247/CD3E/HLA-DRA/HLA-A/TRBC1/TRBC2/TRAC",64
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","46/2016","119/18860",0.38655462184874,3.61627984527144,9.90474442360219,1.14596906463478e-15,3.07953141369129e-13,2.16527839054677e-13,"IGF1/TRIP13/NDC80/AURKA/BIRC5/TTK/CDC20/NEK2/CENPF/ZWINT/EDN3/IL1B/DLGAP5/PKMYT1/CCNB1/CDCA8/ESPL1/USP44/NUSAP1/KNL1/EGF/NUF2/MKI67/CHEK1/SPC25/SKA1/FBXO43/BUB1B/CDC25C/SPC24/MAD2L1/SKA3/PLK1/IGF2/CCDC8/BUB1/UBE2C/SPHK1/HASPIN/GEN1/AURKB/RCC1/KNTC1/CDCA2/NUP62/TNF",46
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","89/2016","346/18860",0.257225433526012,2.40638476006973,9.13427429745853,1.47361265262545e-15,3.78782521840072e-13,2.66329353099217e-13,"CD38/CD4/CD6/IGF1/CD74/RUNX3/FOXP3/SPI1/FGF10/TFRC/TBX21/ACTB/PTPRC/SIRPG/IL12RB1/TNFSF13B/CORO1A/PYCARD/CSK/CD276/IL4I1/LILRB1/RASAL3/TGFB1/SHB/ZBTB16/CD5/PTPN6/CD83/IL12B/CD86/ZAP70/TNFSF4/GPAM/CD80/SASH3/NCKAP1L/PCK1/IL1B/CCR7/EPHB2/HAVCR2/TESPA1/CCL21/IL21/LEF1/GPR65/IL2RG/IL18/ADAM8/CYRIB/THY1/MMP14/FCRL3/ICOS/NOD2/IGF2/CCDC88B/IL7R/INPP5D/LGALS9/GPR183/CLEC7A/RASGRP1/LEP/ATAD5/HLA-DQB1/LCK/IRS2/LILRB4/TNFRSF4/HLA-DRB1/HLA-DQA1/SPN/DPP4/CARD11/PNP/CD3E/FCGR3A/HLA-DOA/HLA-DRA/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5/CD24/PIK3R6/CLECL1",89
