,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj,significant,symbol
ENSG00000287335.2,39.85811454,1.45663684,0.49684127,2.931795181,0.003370089,0.033724106,1.472059557,TRUE,NA
ENSG00000104371.5,9.585066507,-4.738912435,1.616555245,-2.931488082,0.003373423,0.033738203,1.471878055,TRUE,DKK4
ENSG00000100055.21,895.66503,1.493791301,0.509633925,2.931106482,0.00337757,0.033766423,1.47151494,TRUE,CYTH4
ENSG00000187605.16,2035.010965,0.586071606,0.200002251,2.93032505,0.003386076,0.033838186,1.470592923,FALSE,TET3
ENSG00000122966.18,687.3532556,1.289471961,0.440116813,2.92984027,0.003391363,0.033877734,1.470085651,TRUE,CIT
ENSG00000187840.5,588.8609247,1.516158255,0.517590817,2.929260347,0.003397697,0.033927709,1.469445461,TRUE,EIF4EBP1
ENSG00000134326.12,661.8003168,1.826641869,0.623812143,2.928192226,0.003409392,0.034031153,1.468123338,TRUE,CMPK2
ENSG00000160298.18,127.2686669,1.387027411,0.473731401,2.927877289,0.003412847,0.034038976,1.468023516,TRUE,C21orf58
ENSG00000211897.9,4769.541453,2.824759986,0.964774941,2.927895269,0.00341265,0.034038976,1.468023516,TRUE,IGHG3
ENSG00000170160.19,426.7343691,-1.677115162,0.573006017,-2.926871816,0.0034239,0.034122501,1.466959144,TRUE,CCDC144A
ENSG00000198515.16,49.23237107,-2.714020448,0.927254837,-2.926941268,0.003423135,0.034122501,1.466959144,TRUE,CNGA1
ENSG00000184905.9,13.38846919,-2.900409662,0.991033953,-2.926650145,0.003426341,0.03413348,1.466819435,TRUE,TCEAL2
ENSG00000088387.22,4024.402519,-0.786203443,0.268647795,-2.926521106,0.003427762,0.034134299,1.466809013,FALSE,DOCK9
ENSG00000070759.17,380.5020633,-0.981863958,0.33559978,-2.925699049,0.003436832,0.034211249,1.465831064,FALSE,TESK2
ENSG00000197696.10,79.65789597,-1.04768066,0.358183248,-2.92498509,0.003444727,0.03426307,1.465173728,TRUE,NMB
ENSG00000215187.13,18.96043905,-1.96589389,0.672091695,-2.925038211,0.003444139,0.03426307,1.465173728,TRUE,CIMIP2B
ENSG00000147003.7,35.10331823,-1.800903818,0.615774491,-2.924615822,0.003448817,0.034290365,1.464827889,TRUE,CLTRN
ENSG00000122224.18,130.962858,1.16188076,0.397497951,2.922985536,0.003466926,0.034401924,1.46341727,TRUE,LY9
ENSG00000128271.22,151.7762359,2.203937851,0.754030366,2.922876785,0.003468137,0.034401924,1.46341727,TRUE,ADORA2A
ENSG00000130311.11,709.9576701,1.399043673,0.478605166,2.923168763,0.003464887,0.034401924,1.46341727,TRUE,DDA1
ENSG00000146112.12,2692.924135,1.596989127,0.546337286,2.923082804,0.003465843,0.034401924,1.46341727,TRUE,PPP1R18
ENSG00000211896.7,117435.462,3.119361145,1.067073697,2.923285573,0.003463587,0.034401924,1.46341727,TRUE,IGHG1
ENSG00000291135.1,212.3218241,1.726208866,0.590491396,2.923342963,0.003462949,0.034401924,1.46341727,TRUE,FCGR1BP
ENSG00000241560.7,8.890057212,3.083046155,1.055145156,2.921916607,0.003478847,0.034494728,1.462247273,TRUE,ZBTB20-AS1
ENSG00000075624.17,108716.1006,1.306181919,0.447128337,2.921268481,0.003486093,0.034553131,1.461512594,TRUE,ACTB
ENSG00000178075.20,687.6659512,-1.057242535,0.361936296,-2.92107353,0.003488275,0.034561318,1.461409709,TRUE,GRAMD1C
ENSG00000149212.12,8374.854,-0.682214296,0.233631214,-2.920047736,0.003499778,0.034661809,1.46014877,FALSE,SESN3
ENSG00000225950.9,49.11896321,-3.359307528,1.150489936,-2.919893015,0.003501516,0.034664189,1.460118952,TRUE,NTF4
ENSG00000262406.3,37.51019571,2.832123469,0.969976986,2.91978419,0.003502739,0.034664189,1.460118952,TRUE,MMP12
ENSG00000084733.11,5814.409095,0.991595795,0.339666436,2.919322285,0.003507933,0.034702123,1.459643956,FALSE,RAB10
ENSG00000102763.18,1931.515288,-0.779277868,0.267002535,-2.918615986,0.003515891,0.034767341,1.458828523,FALSE,VWA8
ENSG00000188620.11,28.93033796,3.649661145,1.250873258,2.9176906,0.003526341,0.034857152,1.457708101,TRUE,HMX3
ENSG00000164691.19,683.3496614,1.179471868,0.404337514,2.917047827,0.003533616,0.034888467,1.457318116,TRUE,TAGAP
ENSG00000172270.22,5896.778508,0.901046641,0.308878487,2.917155705,0.003532394,0.034888467,1.457318116,FALSE,BSG
ENSG00000276710.5,112.21223,-1.38244842,0.473890309,-2.917232941,0.003531519,0.034888467,1.457318116,TRUE,CSPG4P10
ENSG00000106080.11,1578.805217,1.437786976,0.493007249,2.916360719,0.003541408,0.034951859,1.456529718,TRUE,FKBP14
ENSG00000131401.14,216.4717951,1.336881104,0.458481563,2.915888471,0.003546773,0.034977712,1.456208608,TRUE,NA
ENSG00000154252.12,8.048298764,5.514149857,1.891031047,2.915948877,0.003546086,0.034977712,1.456208608,TRUE,GAL3ST2
ENSG00000198755.11,15102.56579,-0.803571014,0.275620592,-2.91549702,0.003551225,0.034994535,1.455999779,FALSE,RPL10A
ENSG00000254337.2,58.119149,2.187400484,0.75025761,2.915532552,0.003550821,0.034994535,1.455999779,TRUE,LOC107986951
ENSG00000238099.3,27.42109792,-1.665907284,0.571426819,-2.915346688,0.003552936,0.034997864,1.455958463,TRUE,LINC01625
ENSG00000239775.1,14.73256663,2.666646523,0.914734762,2.91521284,0.00355446,0.034999349,1.455940033,TRUE,NA
ENSG00000135472.9,69.22911818,-1.965199515,0.67420285,-2.914849017,0.003558607,0.03502664,1.455601522,TRUE,FAIM2
ENSG00000224957.7,55.47920368,-1.439703715,0.494040416,-2.914141572,0.003566681,0.035092562,1.454784919,TRUE,LINC01266
ENSG00000249958.1,7.009988176,-4.283774372,1.470075871,-2.913981827,0.003568507,0.035096974,1.45473033,TRUE,CCT7P2
ENSG00000163029.16,1391.279815,0.842496985,0.289458161,2.91060021,0.003607353,0.035424342,1.450698205,FALSE,SMC6
ENSG00000164896.21,1208.977092,1.083169382,0.372138958,2.910658391,0.003606681,0.035424342,1.450698205,TRUE,FASTK
ENSG00000225096.3,60.45476094,-1.917398819,0.658683627,-2.91095564,0.003603252,0.035424342,1.450698205,TRUE,LOC101927293
ENSG00000254951.7,79.44844554,-3.334438596,1.145604755,-2.910636135,0.003606938,0.035424342,1.450698205,TRUE,LOC283299
ENSG00000184719.13,192.0632806,-1.292091634,0.444091518,-2.909516581,0.003619882,0.035524538,1.449471567,TRUE,RNLS
ENSG00000290418.1,897.7556808,-1.726643403,0.593454972,-2.909476683,0.003620344,0.035524538,1.449471567,TRUE,TPTEP1
ENSG00000182185.19,640.5292815,-1.462251775,0.502644478,-2.909117358,0.003624508,0.035551705,1.449139562,TRUE,RAD51B
ENSG00000153303.18,13.76308517,-3.558030713,1.223223719,-2.908732604,0.003628971,0.035581789,1.448772224,TRUE,FRMD1
ENSG00000131748.16,1909.422032,2.101135854,0.722388063,2.908597139,0.003630544,0.035583517,1.448751128,TRUE,STARD3
ENSG00000173457.11,789.2347724,1.691686623,0.581658765,2.908383276,0.003633028,0.035594174,1.448621086,TRUE,PPP1R14B
ENSG00000080166.16,55.49108581,-2.169873516,0.746346635,-2.907326723,0.003645322,0.035679056,1.447586645,TRUE,DCT
ENSG00000085491.17,3224.786816,0.797792378,0.274412153,2.907277865,0.003645892,0.035679056,1.447586645,FALSE,SLC25A24
ENSG00000137310.13,637.1024422,1.29072508,0.44394554,2.907395084,0.003644526,0.035679056,1.447586645,TRUE,TCF19
ENSG00000086548.9,1582.321018,4.555137779,1.566927313,2.907051107,0.003648536,0.035691224,1.447438558,TRUE,CEACAM6
ENSG00000114395.11,208.7239047,0.922902365,0.317490148,2.906869301,0.003650657,0.03569827,1.447352833,FALSE,CYB561D2
ENSG00000289332.2,22.42109518,2.316001912,0.79682093,2.906552557,0.003654355,0.035720725,1.447079738,TRUE,NA
ENSG00000106299.8,4268.956866,0.774318403,0.266421159,2.906369768,0.003656491,0.035727896,1.446992557,FALSE,WASL
ENSG00000172354.10,3965.884132,1.024988883,0.352720478,2.905952299,0.003661373,0.035761885,1.446579597,TRUE,GNB2
ENSG00000081041.9,255.3454813,-2.013501123,0.692970546,-2.905608518,0.003665397,0.035787478,1.446268905,TRUE,CXCL2
ENSG00000167613.16,1537.596251,1.577449499,0.543209463,2.903943331,0.003684949,0.03595082,1.444291194,TRUE,LAIR1
ENSG00000261236.8,605.1559693,1.3122617,0.451875654,2.904032756,0.003683896,0.03595082,1.444291194,TRUE,BOP1
ENSG00000258465.8,59.59677482,1.982727717,0.682856715,2.903577972,0.003689251,0.035979021,1.44395066,TRUE,NA
ENSG00000063438.20,101.8022624,2.5438862,0.876346918,2.902830088,0.003698072,0.036009925,1.443577788,TRUE,AHRR
ENSG00000117594.10,84.12289665,-1.663778252,0.573111762,-2.903060733,0.00369535,0.036009925,1.443577788,TRUE,HSD11B1
ENSG00000177084.19,1450.655361,0.625264213,0.215397146,2.902843532,0.003697913,0.036009925,1.443577788,FALSE,POLE
ENSG00000285294.1,23.70056741,-2.597023036,0.894569974,-2.903096586,0.003694927,0.036009925,1.443577788,TRUE,LINC00842
ENSG00000174442.12,500.8196813,0.868168599,0.299128561,2.902325994,0.003704029,0.036054149,1.443044745,FALSE,ZWILCH
ENSG00000130203.10,5548.190595,1.470297146,0.506732537,2.901525042,0.003713511,0.036132646,1.442100232,TRUE,APOE
ENSG00000116017.11,291.4229806,1.276496147,0.440026448,2.900953233,0.003720294,0.036184829,1.441473479,TRUE,ARID3A
ENSG00000100345.23,38943.73459,0.97519179,0.336209267,2.900550003,0.003725084,0.036217595,1.441080396,FALSE,MYH9
ENSG00000111665.12,89.38888251,1.786883963,0.616129329,2.900176764,0.003729523,0.036246922,1.440728872,TRUE,CDCA3
ENSG00000165055.16,1177.637728,0.786559244,0.271262673,2.899622108,0.003736128,0.036296184,1.440139036,FALSE,METTL2B
ENSG00000272087.1,18.76350746,-2.570950187,0.886683747,-2.899512025,0.00373744,0.036296184,1.440139036,TRUE,NA
ENSG00000275202.1,25.54964401,-1.749733703,0.603577412,-2.898938343,0.003744285,0.036348807,1.439509836,TRUE,NA
ENSG00000149177.15,3371.276591,1.162382305,0.401038846,2.898428211,0.003750382,0.036380739,1.439128481,TRUE,PTPRJ
ENSG00000157111.13,7.435452259,4.455668745,1.537336136,2.898304827,0.003751857,0.036380739,1.439128481,TRUE,TMEM171
ENSG00000226660.2,9.690622218,2.937767456,1.013607531,2.898328362,0.003751576,0.036380739,1.439128481,TRUE,TRBV2
ENSG00000115091.12,8355.182222,1.302950821,0.449589246,2.898091606,0.003754409,0.036391635,1.438998435,TRUE,ACTR3
ENSG00000172733.12,41.2614335,-1.888902076,0.651865396,-2.897687296,0.003759252,0.036424722,1.438603754,TRUE,PURG
ENSG00000136457.10,91.01824117,-2.749125977,0.948870377,-2.897261885,0.003764354,0.036460291,1.438179864,TRUE,CHAD
ENSG00000078124.13,1867.613279,1.219543786,0.420969583,2.896987892,0.003767643,0.036464431,1.438130564,TRUE,ACER3
ENSG00000116745.8,13.55158328,-3.277342899,1.131290543,-2.896994868,0.003767559,0.036464431,1.438130564,TRUE,RPE65
ENSG00000150995.21,5708.170915,-0.844718533,0.291693508,-2.89591132,0.003780592,0.036561985,1.436970232,FALSE,ITPR1
ENSG00000279712.1,43.15844101,2.038872784,0.704049589,2.895922128,0.003780462,0.036561985,1.436970232,TRUE,NA
ENSG00000175390.15,4108.244679,-0.801241414,0.276728651,-2.895404621,0.003786701,0.036607169,1.436433854,FALSE,EIF3F
ENSG00000158458.21,166.0306369,-2.835932805,0.980008011,-2.893785331,0.003806283,0.036773599,1.434463862,TRUE,NRG2
ENSG00000215182.8,94.49340472,-7.141291695,2.467839426,-2.893742445,0.003806803,0.036773599,1.434463862,TRUE,MUC5AC
ENSG00000158856.19,415.5879634,-1.239924721,0.428541526,-2.893359557,0.003811447,0.036804511,1.434098948,TRUE,DMTN
ENSG00000106089.12,87.51231733,1.34901953,0.466288563,2.893100191,0.003814596,0.036807071,1.434068735,TRUE,STX1A
ENSG00000164465.19,941.7879419,1.878529695,0.649313829,2.893099779,0.003814601,0.036807071,1.434068735,TRUE,DCBLD1
ENSG00000144857.15,2883.239293,-1.44687692,0.50022458,-2.892454663,0.003822443,0.036854834,1.433505541,TRUE,BOC
ENSG00000215374.6,286.0084183,-1.231046511,0.42559846,-2.89250697,0.003821807,0.036854834,1.433505541,TRUE,FAM66B
ENSG00000169508.7,834.3585356,1.656629705,0.572809223,2.892114228,0.003826588,0.036866896,1.433363424,TRUE,GPR183
ENSG00000254531.3,57.24283203,-1.112040672,0.384503395,-2.892147866,0.003826178,0.036866896,1.433363424,TRUE,PPP3CA-DT
ENSG00000077235.18,4205.897409,0.862011039,0.298257814,2.890154081,0.00385053,0.037055539,1.431146863,FALSE,GTF3C1
ENSG00000117385.16,1619.15467,1.741310035,0.602487785,2.890199732,0.003849971,0.037055539,1.431146863,TRUE,P3H1
ENSG00000144045.14,44.88445193,3.206258428,1.109300716,2.890341981,0.003848229,0.037055539,1.431146863,TRUE,DQX1
ENSG00000163468.15,4765.708451,0.794511376,0.274960996,2.88954211,0.003858033,0.037113727,1.430465431,FALSE,CCT3
ENSG00000007237.19,4202.152628,-0.965347936,0.334134434,-2.889100425,0.003863457,0.037136608,1.430197769,FALSE,GAS7
ENSG00000256870.3,729.4202252,6.741632273,2.3335583,2.888992434,0.003864784,0.037136608,1.430197769,TRUE,SLC5A8
ENSG00000282381.2,4.332979447,5.601566731,1.938886565,2.889063668,0.003863908,0.037136608,1.430197769,TRUE,NA
ENSG00000072832.15,83.89070914,-1.420066153,0.491580476,-2.888776555,0.003867438,0.037148103,1.430063357,TRUE,CRMP1
ENSG00000289230.1,7.85964494,-3.021849697,1.046137817,-2.888577058,0.003869892,0.03715767,1.429951524,TRUE,NA
ENSG00000283247.2,6.426794448,-4.121664964,1.42695057,-2.888442705,0.003871546,0.037159546,1.4299296,TRUE,CCDC201
ENSG00000230461.10,28.02297798,-2.144137478,0.742816863,-2.886495428,0.003895584,0.037376193,1.427404935,TRUE,PROX1-AS1
ENSG00000130821.17,1009.90367,1.499530491,0.519527834,2.886333306,0.003897592,0.037381379,1.427344678,TRUE,SLC6A8
ENSG00000102796.12,242.9197766,-0.779348127,0.270077144,-2.885650061,0.003906062,0.037434441,1.42672865,FALSE,DHRS12
ENSG00000293313.1,883.2713756,-0.842472994,0.291948713,-2.885688334,0.003905587,0.037434441,1.42672865,FALSE,ZNF37BP
ENSG00000183023.19,2262.522071,1.150828316,0.399015411,2.884170098,0.003924467,0.03759669,1.424850388,TRUE,SLC8A1
ENSG00000143643.13,650.0448459,0.874522341,0.303235735,2.883968613,0.003926979,0.037606615,1.424735751,FALSE,TTC13
ENSG00000156076.10,601.3619022,-2.335012186,0.809787118,-2.883488925,0.003932965,0.037633135,1.424429603,TRUE,WIF1
ENSG00000175283.8,387.5093695,0.665642384,0.23083946,2.883572783,0.003931918,0.037633135,1.424429603,FALSE,DOLK
ENSG00000230479.1,11.72451454,2.695623288,0.934879313,2.883391739,0.003934179,0.037633135,1.424429603,TRUE,CLDN14-AS1
ENSG00000158373.9,1074.293335,0.999245575,0.346572382,2.883223322,0.003936283,0.037639134,1.424360379,FALSE,H2BC5
ENSG00000164169.13,524.9476692,-0.701407286,0.243302574,-2.882860111,0.003940824,0.037668424,1.424022545,FALSE,PRMT9
ENSG00000186792.17,86.66111935,1.070123389,0.371271135,2.882323152,0.003947547,0.037718534,1.423445198,TRUE,HYAL3
ENSG00000105926.16,921.0421502,-1.558624651,0.540782168,-2.882167242,0.0039495,0.037723059,1.423393102,TRUE,PALS2
ENSG00000089486.17,664.8532751,-0.800680996,0.277822375,-2.881988884,0.003951737,0.037730276,1.423310014,FALSE,CDIP1
ENSG00000031003.11,3087.380839,-0.705658312,0.24486452,-2.881831604,0.00395371,0.037734975,1.423255929,FALSE,FAM13B
ENSG00000289417.1,9.095387817,-4.095936359,1.42155344,-2.881310153,0.003960257,0.037783316,1.42269993,TRUE,NA
ENSG00000145741.17,8565.811929,-0.764619144,0.265389704,-2.881118339,0.003962668,0.037792169,1.422598181,FALSE,BTF3
ENSG00000287839.3,1084.666955,1.23086793,0.427335949,2.880328538,0.00397261,0.037872807,1.421672509,TRUE,NA
ENSG00000272438.1,28.07432036,3.776422031,1.31159166,2.879266579,0.003986012,0.037986371,1.420372198,TRUE,NA
ENSG00000280381.1,31.86049605,-1.73938883,0.604205663,-2.878802593,0.003991881,0.038028078,1.419895622,TRUE,NA
ENSG00000198538.11,1250.186889,0.828495049,0.287816361,2.878554388,0.003995024,0.038043794,1.419716177,FALSE,ZNF28
ENSG00000250132.6,127.3870202,-0.975489617,0.338941092,-2.878050607,0.004001409,0.038090369,1.419184826,FALSE,NA
ENSG00000138613.14,890.0906721,-0.66507769,0.231195593,-2.876688438,0.004018722,0.038240883,1.417472088,FALSE,APH1B
ENSG00000166847.10,4361.308356,0.843250696,0.29314486,2.876566543,0.004020274,0.038241376,1.417466485,FALSE,DCTN5
ENSG00000137871.21,2775.051342,-0.613828598,0.213431489,-2.875998291,0.004027519,0.038295994,1.41684665,FALSE,ZNF280D
ENSG00000108518.8,8115.516658,1.255354269,0.436571335,2.875484872,0.004034075,0.038339714,1.416351131,TRUE,PFN1
ENSG00000146386.8,480.4845072,1.240631473,0.431463567,2.875402624,0.004035126,0.038339714,1.416351131,TRUE,ABRACL
ENSG00000164032.12,1975.044676,0.845984735,0.294275246,2.874807674,0.004042737,0.038397711,1.415694661,FALSE,H2AZ1
ENSG00000072818.12,308.728071,1.277124217,0.444273225,2.874636927,0.004044923,0.038404166,1.415621658,TRUE,ACAP1
ENSG00000135063.20,998.7373133,-1.700324093,0.591517145,-2.874513625,0.004046503,0.038404856,1.415613858,TRUE,ENTREP1
ENSG00000146143.19,592.3409955,0.627575593,0.218341011,2.874290949,0.004049357,0.038417519,1.415470684,FALSE,PRIM2
ENSG00000273489.1,26.25678402,-2.235145831,0.777665355,-2.87417437,0.004050852,0.038417519,1.415470684,TRUE,NA
ENSG00000279796.1,6.270802078,-4.104525328,1.428151858,-2.874011824,0.004052938,0.038422997,1.415408762,TRUE,NA
ENSG00000091513.16,1504.199218,-2.896802515,1.00836374,-2.872775369,0.004068833,0.038545009,1.41403185,TRUE,TF
ENSG00000158882.15,480.020671,0.818743196,0.284989366,2.872890341,0.004067353,0.038545009,1.41403185,FALSE,TOMM40L
ENSG00000226979.9,12.77390759,2.821942262,0.982363844,2.872603953,0.004071041,0.038551595,1.413957647,TRUE,LTA
ENSG00000134533.6,1833.224749,-1.4836933,0.516527273,-2.872439418,0.004073162,0.038557347,1.413892853,TRUE,RERG
ENSG00000130309.12,4199.078863,1.721411551,0.599369841,2.872035649,0.00407837,0.03859231,1.413499221,TRUE,COLGALT1
ENSG00000214796.10,6.700835651,4.336601006,1.510328517,2.871296514,0.004087919,0.038668312,1.412644781,TRUE,NA
ENSG00000147419.19,1107.39376,-0.757082009,0.263713443,-2.870851031,0.004093684,0.038708478,1.412193907,FALSE,CCDC25
ENSG00000125912.11,938.6459991,1.086699196,0.378595347,2.870344827,0.004100244,0.038747251,1.411759102,TRUE,NCLN
ENSG00000136205.18,7563.546203,1.393528774,0.48549935,2.870299981,0.004100826,0.038747251,1.411759102,TRUE,TNS3
ENSG00000113083.15,4026.1664,1.483012017,0.516891328,2.869098275,0.004116439,0.038868999,1.410396648,TRUE,LOX
ENSG00000178199.14,298.3626009,1.072918797,0.373960025,2.869073496,0.004116761,0.038868999,1.410396648,TRUE,ZC3H12D
ENSG00000260093.1,16.89830992,-2.280551079,0.795326045,-2.867441715,0.00413805,0.03905553,1.408317459,TRUE,NA
ENSG00000186732.14,5.684767447,-3.985844083,1.390215164,-2.867069923,0.004142915,0.0390725,1.408128801,TRUE,MPPED1
ENSG00000278175.6,239.3130772,-1.005869011,0.350822238,-2.867175748,0.00414153,0.0390725,1.408128801,TRUE,GLIDR
ENSG00000109265.15,315.6375637,1.508848338,0.526310152,2.866842552,0.004145892,0.039086115,1.407977491,TRUE,CRACD
ENSG00000134240.12,1228.554873,-4.827413252,1.684262973,-2.866187365,0.004154483,0.03915262,1.407239168,TRUE,HMGCS2
ENSG00000101811.15,391.9054821,0.746681554,0.260557021,2.865712658,0.004160717,0.039167918,1.40706951,FALSE,CSTF2
ENSG00000123407.4,154.4080237,5.713670007,1.993758197,2.865778818,0.004159848,0.039167918,1.40706951,TRUE,HOXC12
ENSG00000247077.8,924.4811595,0.77542077,0.270584533,2.865724666,0.004160559,0.039167918,1.40706951,FALSE,PGAM5
ENSG00000173404.5,17.41383242,2.783152986,0.971240692,2.865564642,0.004162663,0.039171763,1.407026877,TRUE,INSM1
ENSG00000116750.14,1082.881685,0.779966365,0.272207812,2.865334245,0.004165693,0.039185808,1.406871199,FALSE,UCHL5
ENSG00000073861.3,61.39899528,1.208311499,0.421819619,2.864521815,0.004176394,0.03924658,1.406198179,TRUE,TBX21
ENSG00000133101.10,33.82093599,-1.535072258,0.535965856,-2.864123228,0.004181653,0.03924658,1.406198179,TRUE,CCNA1
ENSG00000148053.18,8078.817249,-1.930270549,0.674025858,-2.863793021,0.004186014,0.03924658,1.406198179,TRUE,NTRK2
ENSG00000164532.11,15.76633903,3.901222311,1.362256318,2.863794617,0.004185993,0.03924658,1.406198179,TRUE,TBX20
ENSG00000166816.15,79.61920824,-1.021850216,0.356796534,-2.863957794,0.004183838,0.03924658,1.406198179,TRUE,LDHD
ENSG00000169914.6,570.4926506,-0.80383961,0.280653398,-2.864172014,0.004181009,0.03924658,1.406198179,FALSE,OTUD3
ENSG00000182132.15,45.96199352,-1.501055814,0.524027156,-2.864461884,0.004177184,0.03924658,1.406198179,TRUE,KCNIP1
ENSG00000254119.5,7.03713339,4.660025294,1.626944832,2.864279847,0.004179586,0.03924658,1.406198179,TRUE,LINC02842
ENSG00000275120.3,55.31182674,-1.318633594,0.460301119,-2.864719507,0.004173788,0.03924658,1.406198179,TRUE,LOC105370947
ENSG00000198435.4,263.9435844,1.165652871,0.407093828,2.863351866,0.004191848,0.039286817,1.405753158,TRUE,NRARP
ENSG00000147155.11,388.9613508,0.936586527,0.327110669,2.863209969,0.004193726,0.039289966,1.405718345,FALSE,EBP
ENSG00000109794.14,254.9286911,-1.174293758,0.41035057,-2.861684239,0.004213965,0.039465076,1.403787059,TRUE,FAM149A
